contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expiration,daysToExpiration,T,midPrice,S,r,moneyness
AMZN251212C00190000,2025-11-26 19:26:22+00:00,190.0,40.19,40.0,40.25,1.1499977,2.9456909,53.0,22,0.5058748957960751,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,40.125,229.57000732421875,0.03752999782562256,1.2082631964432566
AMZN251212C00200000,2025-11-26 19:58:31+00:00,200.0,30.02,30.2,30.4,-0.97999954,-3.1612887,99.0,132,0.42745017335392604,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,30.299999999999997,229.57000732421875,0.03752999782562256,1.1478500366210938
AMZN251212C00205000,2025-11-26 16:58:53+00:00,205.0,27.32,25.4,25.6,2.9699993,12.197123,45.0,71,0.3985792691208422,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,25.5,229.57000732421875,0.03752999782562256,1.1198536942644817
AMZN251212C00207500,2025-11-26 20:07:38+00:00,207.5,22.73,23.05,23.2,1.8899994,9.069095,1692.0,1,0.3829390204727304,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,23.125,229.57000732421875,0.03752999782562256,1.1063614810805722
AMZN251212C00210000,2025-11-26 16:50:57+00:00,210.0,22.74,20.7,20.9,1.6399994,7.7725086,201.0,340,0.3699356670338824,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,20.799999999999997,229.57000732421875,0.03752999782562256,1.0931905110677083
AMZN251212C00212500,2025-11-26 19:35:28+00:00,212.5,18.5,18.45,18.65,1.4500008,8.504404,7.0,28,0.3603076306821099,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,18.549999999999997,229.57000732421875,0.03752999782562256,1.0803294462316178
AMZN251212C00215000,2025-11-26 19:44:49+00:00,215.0,16.32,16.3,16.45,-0.2800007,-1.6867511,27.0,298,0.3518246930759995,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,16.375,229.57000732421875,0.03752999782562256,1.067767475926599
AMZN251212C00217500,2025-11-26 19:50:00+00:00,217.5,14.15,14.15,14.35,-0.40000057,-2.7491448,21.0,133,0.3411382580563429,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,14.25,229.57000732421875,0.03752999782562256,1.0554942865481323
AMZN251212C00220000,2025-11-26 19:58:32+00:00,220.0,12.0,12.25,12.35,-0.8500004,-6.6147885,322.0,453,0.33643299635249946,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,12.3,229.57000732421875,0.03752999782562256,1.0435000332919033
AMZN251212C00222500,2025-11-26 19:13:01+00:00,222.5,10.65,10.35,10.5,-0.25,-2.2935781,77.0,132,0.32881604830955763,True,REGULAR,USD,call,2025-12-12,15,0.0410958904109589,10.425,229.57000732421875,0.03752999782562256,1.0317753138167134
